path,prov,role,type,size,lines,indeg,outdeg,pagerank,M_EC,M_ZS,M_sem,tau_local,orbit_index,w_seed
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/integration/__init__.py,canon,runtime,python,77,1.0,0,0,0.002302,0.480063,0.510431,0.323728,3.93,4,0.258
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/runtime/omega/__init__.py,canon,runtime,python,69,1.0,0,0,0.002302,0.480063,0.510431,0.323728,3.93,4,0.121
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/runtime/agent/__init__.py,canon,runtime,python,89,1.0,0,0,0.002302,0.480063,0.510431,0.323728,3.93,4,0.097
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/memory/__init__.py,canon,memory,python,159,3.0,0,0,0.002302,0.481258,0.507126,0.322898,3.927,4,0.695
ciel-omega-demo-main/main/core/compute_backend.py,demo,runtime,python,785,28.0,2,0,0.004001,0.394496,0.450213,0.319569,3.455,4,0.155
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_unified_euler.py,canon,demo_test,python,648,23.0,0,0,0.002302,0.409026,0.405894,0.307616,3.858,4,0.765
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_m6_1_acceptance.py,canon,demo_test,python,13270,386.0,0,0,0.002302,0.445908,0.392776,0.301999,3.833,4,0.214
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/experiments/intentional_tetra_or/__init__.py,canon,constraint,python,233,5.0,0,0,0.002302,0.514636,0.587504,0.297427,3.812,4,0.7
CIEL_OMEGA_COMPLETE_SYSTEM/euler_demo_output.json,canon,demo_test,text,561,14.0,0,0,0.0,0.395923,0.385923,0.291423,3.661,4,0.958
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_grid_stability.py,canon,demo_test,python,4556,141.0,0,0,0.002302,0.432608,0.379476,0.288699,3.773,4,1.024
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_alignment_strengthening.py,canon,demo_test,python,3253,100.0,0,0,0.002302,0.428089,0.374957,0.284179,3.752,4,0.802
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_defect_minimization.py,canon,demo_test,python,2462,72.0,0,0,0.002302,0.423782,0.37065,0.279873,3.733,4,0.634
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/conftest.py,canon,demo_test,python,238,10.0,0,0,0.002302,0.398677,0.345545,0.254767,3.62,4,1.028
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/orbital/__init__.py,canon,other,python,364,6.0,5,7,0.006223,0.406605,0.44212,0.252587,3.971,4,0.085
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/__init__.py,canon,other,python,395,12.0,4,0,0.004839,0.406241,0.438735,0.250863,3.859,4,0.913
ciel_rh_control_mini_repo/ciel_rh_control/__init__.py,mini_repo,runtime,python,147,3.0,3,3,0.005951,0.393481,0.451405,0.249547,3.343,4,0.306
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/visualization/__init__.py,canon,ui,python,81,1.0,0,0,0.002302,0.426063,0.410431,0.249028,3.594,4,0.706
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/cqcl/__init__.py,canon,experiment,python,327,7.0,0,0,0.002302,0.418452,0.41632,0.247493,3.587,4,0.654
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/paradoxes/__init__.py,canon,experiment,python,85,1.0,0,0,0.002302,0.400063,0.397931,0.229103,3.505,4,1.064
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/lie4/__init__.py,canon,experiment,python,73,1.0,0,0,0.002302,0.400063,0.397931,0.229103,3.505,4,0.093
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/universal_law/__init__.py,canon,experiment,python,98,1.0,0,0,0.002302,0.400063,0.397931,0.229103,3.505,4,0.22
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/__init__.py,canon,other,python,269,5.0,1,0,0.002954,0.377027,0.40723,0.220618,3.531,4,0.804
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_wave/__init__.py,canon,other,python,237,8.0,0,0,0.002302,0.376015,0.405383,0.21923,3.46,4,0.935
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/resonance/__init__.py,canon,other,python,248,4.0,1,0,0.002954,0.374608,0.404811,0.2182,3.521,4,0.141
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/inference/__init__.py,canon,other,python,228,3.0,1,5,0.002773,0.371109,0.400773,0.214458,3.494,4,0.994
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/compute/__init__.py,canon,other,python,121,5.0,0,0,0.002302,0.370636,0.400004,0.213852,3.436,4,0.32
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_io/__init__.py,canon,other,python,130,4.0,0,0,0.002302,0.368218,0.397586,0.211433,3.425,4,0.51
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/physics/__init__.py,canon,other,python,65,1.0,1,0,0.002499,0.361097,0.389944,0.204078,3.433,4,1.084
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/__init__.py,canon,other,python,79,1.0,0,0,0.002302,0.356063,0.385431,0.199278,3.37,4,0.063
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/cognition/__init__.py,canon,other,python,82,1.0,0,0,0.002302,0.356063,0.385431,0.199278,3.37,4,0.906
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/bio/__init__.py,canon,other,python,81,1.0,0,0,0.002302,0.356063,0.385431,0.199278,3.37,4,0.88
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/__init__.py,canon,other,python,84,1.0,0,0,0.002302,0.356063,0.385431,0.199278,3.37,4,1.122
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/calibration/__init__.py,canon,other,python,68,1.0,0,0,0.002302,0.356063,0.385431,0.199278,3.37,4,1.089
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/quantum/__init__.py,canon,other,python,71,1.0,0,0,0.002302,0.356063,0.385431,0.199278,3.37,4,0.681
06_SUBJECTIVE_TIME_WINDING_AND_SEMANTIC_MASS.md,external,memory,text,1412,65.0,0,0,0.0,0.346577,0.393077,0.367502,3.261,5,0.495
07_OORP_PIPELINE_AND_MEMORY.md,external,memory,text,1196,60.0,0,0,0.0,0.345532,0.392032,0.366457,3.257,5,0.439
ciel-omega-demo-main/docs/analogies/ANALOGY_REGISTRY.md,demo,axiom,text,3370,76.0,0,0,0.0,0.422622,0.445122,0.332747,3.24,5,0.274
ciel-omega-demo-main/scripts/export_orbital_manifest.sh,demo,axiom,sh,258,,0,0,0.0,0.465,0.3875,0.330125,3.228,5,0.577
ciel-omega-demo-main/docs/index.html,demo,axiom,html,11623,,0,0,0.0,0.465,0.3875,0.330125,3.228,5,0.938
ciel_rh_control_mini_repo.zip,external,runtime,binary,5531,,0,0,0.0,0.299,0.35,0.32195,3.056,5,0.502
08_GEOMETRY_ENGINE_AND_UI_SURFACE.md,external,ui,text,1203,50.0,0,0,0.0,0.297157,0.302157,0.299407,2.955,5,0.902
ciel-omega-demo-main/main/apps/omega_app.py,demo,ui,python,83658,1878.0,2,0,0.003084,0.393092,0.400074,0.296234,3.301,5,0.465
System OrchORbital full draft.txt,external,other,text,59602,1542.0,0,0,0.0,0.272387,0.322387,0.294887,2.934,5,0.122
10_METRICS_VALIDATION_AND_EXPERIMENTS.md,external,experiment,text,1245,61.0,0,0,0.0,0.273747,0.292247,0.282072,2.877,5,0.78
ciel-omega-demo-main/main/core/config.py,demo,config,python,427,16.0,3,3,0.003453,0.362221,0.405692,0.281783,3.286,5,0.798
ciel-omega-demo-main/main/apps/orbital_cockpit.py,demo,ui,python,11275,328.0,3,0,0.003958,0.377031,0.385509,0.280846,3.309,5,0.15
ciel-omega-demo-main/adam_memory.json,demo,memory,text,547,20.0,0,0,0.0,0.361386,0.402886,0.280061,3.003,5,1.057
ciel-omega-demo-main/ciel_omega_app.py,demo,ui,python,27939,739.0,0,0,0.002302,0.369507,0.376375,0.272598,3.093,5,0.358
ciel-omega-demo-main/main/apps/omega_orbital_app.py,demo,ui,python,29545,633.0,0,5,0.002302,0.367456,0.374324,0.270547,3.084,5,0.689
ciel_rh_control_mini_repo/tests/test_controller.py,mini_repo,runtime,python,460,10.0,0,0,0.002302,0.382677,0.383045,0.262842,3.116,5,0.333
ciel-omega-demo-main/main/apps/orbital_panels.py,demo,ui,python,3916,104.0,2,3,0.003084,0.354828,0.361809,0.25797,3.129,5,0.13
03_STATE_SPACE_AND_BOUNDARY_CONDITIONS.md,external,other,text,1995,83.0,0,0,0.0,0.233776,0.283776,0.256276,2.761,5,0.609
ciel-omega-demo-main/main/apps/cli.py,demo,ui,python,7346,210.0,0,0,0.002302,0.352862,0.35973,0.255952,3.018,5,0.737
11_IMPLEMENTATION_PHASES_AND_WORKPACKAGES.md,external,other,text,1054,68.0,0,0,0.0,0.231166,0.281166,0.253666,2.749,5,0.345
ciel-omega-demo-main/docs/OMEGA_COCKPIT_1_0.md,demo,ui,text,6337,328.0,0,0,0.0,0.351886,0.351886,0.251886,2.876,5,0.57
ciel-omega-demo-main/main/emotion/cqcl.py,demo,experiment,python,4380,135.0,2,0,0.004062,0.335177,0.358575,0.245706,3.126,5,0.01
ciel-omega-demo-main/requirements.txt,demo,config,text,116,7.0,0,0,0.0,0.328584,0.365084,0.245009,2.845,5,0.121
ciel-omega-demo-main/scripts/build_bundle.py,demo,ui,python,1897,80.0,0,0,0.002302,0.340162,0.34703,0.243252,2.961,5,0.038
ciel-omega-demo-main/main/apps/model_catalog.py,demo,ui,python,1494,46.0,0,0,0.002302,0.332941,0.339809,0.236032,2.928,5,0.722
ciel-omega-demo-main/main/omega/field_ops.py,demo,demo_test,python,1750,52.0,6,0,0.00556,0.320925,0.343349,0.231016,3.261,5,0.385
ciel-omega-demo-main/.github/workflows/build_bundles.yml,demo,ui,text,1283,54.0,0,0,0.0,0.328158,0.328158,0.228158,2.769,5,0.934
ciel-omega-demo-main/main/emotion/emotional_collatz.py,demo,demo_test,python,11807,247.0,1,3,0.003165,0.312025,0.332858,0.2214,2.939,5,1.047
ciel-omega-demo-main/main/omega/batch18.py,demo,demo_test,python,9997,285.0,1,4,0.002628,0.312314,0.331544,0.220967,2.908,5,0.888
ciel-omega-demo-main/main/adam/mission.py,demo,demo_test,python,5580,153.0,2,0,0.003363,0.310742,0.331057,0.219884,2.973,5,0.358
ciel-omega-demo-main/pyproject.toml,demo,config,toml,753,,0,0,0.0,0.301,0.3375,0.217425,2.721,5,1.027
ciel-omega-demo-main/main/kernels/ciel0_common.py,demo,demo_test,python,3519,102.0,2,5,0.003892,0.306984,0.328877,0.216836,2.987,5,0.972
ciel-omega-demo-main/main/adam/ritual.py,demo,demo_test,python,4985,116.0,2,0,0.003363,0.307097,0.327412,0.216239,2.956,5,0.33
ciel-omega-demo-main/main/kernels/ciel0_framework.py,demo,demo_test,python,6833,182.0,1,3,0.002702,0.306613,0.326065,0.215367,2.887,5,0.023
ciel-omega-demo-main/main/kernels/unified_reality.py,demo,demo_test,python,6367,160.0,1,3,0.002702,0.304914,0.324366,0.213668,2.879,5,0.377
ciel-omega-demo-main/README.md,demo,demo_test,text,8833,407.0,0,0,0.0,0.304741,0.317241,0.210366,2.689,5,0.141
ciel-omega-demo-main/docs/README_MERGE_DRAFT.md,demo,demo_test,text,8833,407.0,0,0,0.0,0.304741,0.317241,0.210366,2.689,5,0.729
ciel-omega-demo-main/main/adam/optimizer.py,demo,demo_test,python,2899,73.0,2,3,0.003363,0.30102,0.321335,0.210162,2.929,5,0.232
ciel-omega-demo-main/main/cognition/cognitive_loop.py,demo,demo_test,python,6339,187.0,0,0,0.002302,0.301331,0.320699,0.210046,2.811,5,0.279
ciel-omega-demo-main/main/omega/schumann.py,demo,demo_test,python,836,28.0,4,0,0.004071,0.299593,0.319796,0.208684,3.02,5,0.873
ciel-omega-demo-main/main/adam/core.py,demo,demo_test,python,2702,59.0,2,6,0.003652,0.2991,0.320277,0.20863,2.938,5,0.094
ciel-omega-demo-main/main/core/gpu.py,demo,demo_test,python,2110,72.0,1,0,0.002546,0.293956,0.312943,0.2025,2.821,5,0.725
ciel-omega-demo-main/main/omega/csf2.py,demo,demo_test,python,2193,69.0,1,3,0.002628,0.293643,0.312873,0.202296,2.824,5,1.039
ciel-omega-demo-main/raporty/raport1.md,demo,demo_test,text,7244,195.0,0,0,0.0,0.295015,0.307515,0.20064,2.645,5,0.242
ciel-omega-demo-main/main/spectral/wave12d.py,demo,demo_test,python,1489,46.0,1,0,0.003212,0.290102,0.311075,0.19954,2.843,5,0.344
ciel-omega-demo-main/main/installer_linux.py,demo,demo_test,python,1948,64.0,0,0,0.002302,0.287242,0.30661,0.195958,2.748,5,0.911
ciel-omega-demo-main/main/kernels/factory.py,demo,demo_test,python,570,18.0,2,7,0.004174,0.285403,0.308136,0.195633,2.907,5,0.285
ciel-omega-demo-main/main/adam/demo.py,demo,demo_test,python,1222,36.0,1,3,0.002846,0.285837,0.305718,0.194783,2.802,5,0.816
ciel-omega-demo-main/main/core/glyphs.py,demo,demo_test,python,1853,55.0,0,0,0.002302,0.285265,0.304633,0.193981,2.739,5,0.074
ciel-omega-demo-main/main/core/hooks.py,demo,demo_test,python,1278,43.0,0,8,0.002302,0.282066,0.301434,0.190782,2.725,5,0.833
ciel-omega-demo-main/main/kernels/ciel0_fft.py,demo,demo_test,python,747,23.0,1,3,0.002808,0.279981,0.299749,0.188877,2.773,5,1.031
ciel-omega-demo-main/main/omega/drift.py,demo,demo_test,python,649,23.0,1,4,0.002628,0.279443,0.298673,0.188097,2.76,5,0.798
ciel-omega-demo-main/main/core/sigma.py,demo,demo_test,python,646,22.0,1,3,0.002546,0.278635,0.297622,0.187179,2.752,5,0.045
ciel-omega-demo-main/main/omega/rcde.py,demo,demo_test,python,478,20.0,1,3,0.002628,0.277672,0.296902,0.186325,2.752,5,1.022
ciel-omega-demo-main/main/kernels/ciel0_nofft.py,demo,demo_test,python,421,18.0,1,3,0.002808,0.276882,0.29665,0.185778,2.759,5,0.944
ciel-omega-demo-main/main/core/physical.py,demo,demo_test,python,750,26.0,0,3,0.002302,0.275588,0.294956,0.184304,2.695,5,0.407
ciel-omega-demo-main/main/kernels/ciel0_state.py,demo,demo_test,python,240,15.0,1,0,0.002963,0.275066,0.295297,0.18417,2.76,5,0.66
ciel-omega-demo-main/main/core/interfaces.py,demo,demo_test,python,402,17.0,1,0,0.002546,0.275384,0.294371,0.183928,2.737,5,0.426
ciel-omega-demo-main/main/core/reality_logger.py,demo,demo_test,python,515,17.0,1,0,0.002546,0.275384,0.294371,0.183928,2.737,5,0.95
ciel-omega-demo-main/.workload/paradoxes.py,demo,experiment,python,66464,1535.0,0,0,0.002302,0.353194,0.373562,0.18236,2.687,5,0.694
ciel-omega-demo-main/.workload/parlie4.py,demo,experiment,python,47857,1165.0,0,0,0.002302,0.349538,0.369906,0.178704,2.67,5,0.14
ciel-omega-demo-main/.workload/lie4full.py,demo,experiment,python,31405,854.0,0,0,0.002302,0.345423,0.365791,0.174589,2.652,5,0.349
ciel-omega-demo-main/.workload/ext21.py,demo,experiment,python,31853,791.0,0,0,0.002302,0.344408,0.364776,0.173573,2.647,5,0.344
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/experiments/__init__.py,canon,experiment,python,68,1.0,0,0,0.002302,0.400063,0.397931,0.149103,3.145,5,0.15
ciel-omega-demo-main/docs/analogies/MNEMONIC_BOOK_FOR_KIDS.md,demo,demo_test,text,3601,186.0,0,0,0.0,0.294392,0.306892,0.200017,2.643,6,0.099
ciel-omega-demo-main/raporty/raport5.md,demo,demo_test,text,4648,159.0,0,0,0.0,0.292323,0.304823,0.197948,2.633,6,0.358
CIEL_Orbital_Foundation_Pack_v2.zip,external,other,binary,21297,,0,0,0.0,0.175,0.225,0.1975,2.496,6,0.291
CIEL_Orbital_Foundation_Pack.zip,external,other,binary,15158,,0,0,0.0,0.175,0.225,0.1975,2.496,6,0.574
ciel-omega-demo-main/raporty/raport2.md,demo,demo_test,text,3957,112.0,0,0,0.0,0.28771,0.30021,0.193335,2.613,6,0.44
ciel-omega-demo-main/raporty/raport4.md,demo,demo_test,text,3784,96.0,0,0,0.0,0.285685,0.298185,0.19131,2.603,6,0.585
ciel-omega-demo-main/raporty/raport3.md,demo,demo_test,text,3555,74.0,0,0,0.0,0.282273,0.294773,0.187898,2.588,6,0.806
ciel-omega-demo-main/docs/analogies/README.md,demo,demo_test,text,1585,61.0,0,0,0.0,0.279747,0.292247,0.185372,2.577,6,0.487
ciel-omega-demo-main/mission_tracker.json,demo,demo_test,text,1286,52.0,0,0,0.0,0.277667,0.290167,0.183292,2.567,6,1.014
ciel-omega-demo-main/scripts/run_ui.ps1,demo,ui,ps1,356,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.052
ciel-omega-demo-main/scripts/run_ui.cmd,demo,ui,cmd,103,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.911
ciel-omega-demo-main/scripts/build_bundle.sh,demo,ui,sh,201,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.169
ciel-omega-demo-main/scripts/run_orbital_ui.ps1,demo,ui,ps1,458,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.744
ciel-omega-demo-main/scripts/build_bundle.ps1,demo,ui,ps1,197,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.853
ciel-omega-demo-main/scripts/run_ui.sh,demo,ui,sh,318,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.035
ciel-omega-demo-main/scripts/run_orbital_ui.cmd,demo,ui,cmd,378,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.757
ciel-omega-demo-main/scripts/run_orbital_ui.sh,demo,ui,sh,345,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.002
ciel-omega-demo-main/scripts/build_installer_elf_linux.sh,demo,ui,sh,855,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.85
ciel-omega-demo-main/docs/orbital_live.html,demo,ui,html,13725,,0,0,0.0,0.275,0.275,0.175,2.53,6,0.202
ciel-omega-demo-main/.workload/cielnofft.py,demo,experiment,python,26823,692.0,0,0,0.002302,0.342636,0.363005,0.171802,2.639,6,0.503
ciel-omega-demo-main/.workload/definitekernel.py,demo,experiment,python,29803,671.0,0,0,0.002302,0.342228,0.362596,0.171394,2.637,6,0.112
ciel-omega-demo-main/.workload/cielquantum.py,demo,experiment,python,21933,569.0,0,0,0.002302,0.340044,0.360413,0.16921,2.628,6,0.094
ciel-omega-demo-main/ciel_cli.py,demo,demo_test,python,125,7.0,0,0,0.002302,0.259452,0.27882,0.168168,2.623,6,0.864
ciel-omega-demo-main/scripts/entry_cli.py,demo,demo_test,python,125,7.0,0,0,0.002302,0.259452,0.27882,0.168168,2.623,6,0.63
ciel-omega-demo-main/scripts/entry_omega_runpy.py,demo,demo_test,python,113,7.0,0,0,0.002302,0.259452,0.27882,0.168168,2.623,6,0.634
ciel-omega-demo-main/scripts/entry_omega.py,demo,demo_test,python,131,7.0,0,0,0.002302,0.259452,0.27882,0.168168,2.623,6,0.098
ciel-omega-demo-main/main/core/enums.py,demo,demo_test,python,249,7.0,0,0,0.002302,0.259452,0.27882,0.168168,2.623,6,0.302
ciel-omega-demo-main/.workload/extemot.py,demo,experiment,python,20071,373.0,0,0,0.002302,0.334455,0.354823,0.16362,2.602,6,0.282
ciel-omega-demo-main/.workload/ext18.py,demo,experiment,python,17252,341.0,0,0,0.002302,0.333268,0.353636,0.162434,2.597,6,0.521
ciel-omega-demo-main/.workload/ext1.py,demo,experiment,python,10949,287.0,0,0,0.002302,0.330989,0.351357,0.160154,2.587,6,0.248
ciel-omega-demo-main/.workload/ext17.py,demo,experiment,python,14162,273.0,0,0,0.002302,0.330328,0.350696,0.159493,2.584,6,0.338
ciel-omega-demo-main/.workload/ext7.py,demo,experiment,python,9877,266.0,0,0,0.002302,0.329984,0.350352,0.15915,2.582,6,0.81
ciel-omega-demo-main/.workload/ext9.py,demo,experiment,python,10836,258.0,0,0,0.002302,0.329581,0.349949,0.158746,2.58,6,0.005
ciel-omega-demo-main/.workload/ext10.py,demo,experiment,python,11592,234.0,0,0,0.002302,0.328291,0.348659,0.157456,2.575,6,0.533
ciel-omega-demo-main/.workload/ext20.py,demo,experiment,python,9986,209.0,0,0,0.002302,0.326799,0.347167,0.155964,2.568,6,0.245
ciel-omega-demo-main/.workload/ext6.py,demo,experiment,python,8395,208.0,0,0,0.002302,0.326735,0.347104,0.155901,2.568,6,0.679
ciel-omega-demo-main/.workload/ext5.py,demo,experiment,python,8002,204.0,0,0,0.002302,0.326479,0.346847,0.155645,2.567,6,0.262
ciel-omega-demo-main/.workload/ext2.py,demo,experiment,python,7529,190.0,0,0,0.002302,0.325541,0.345909,0.154706,2.562,6,0.662
ciel-omega-demo-main/.workload/ext8.py,demo,experiment,python,7391,183.0,0,0,0.002302,0.325045,0.345414,0.154211,2.56,6,0.116
ciel-omega-demo-main/main/experiments/lab17.py,demo,experiment,python,5491,167.0,0,6,0.002302,0.323839,0.344207,0.153004,2.555,6,0.933
ciel-omega-demo-main/.workload/ext3.py,demo,experiment,python,6688,159.0,0,0,0.002302,0.323191,0.34356,0.152357,2.552,6,0.553
ciel-omega-demo-main/.workload/ext19.py,demo,experiment,python,5764,130.0,0,0,0.002302,0.320539,0.340907,0.149704,2.54,6,0.196
ciel-omega-demo-main/.workload/ext4.py,demo,experiment,python,5093,125.0,0,0,0.002302,0.320023,0.340391,0.149188,2.537,6,0.77
ciel-omega-demo-main/.workload/README.md,demo,experiment,text,6737,137.0,0,0,0.0,0.314361,0.327861,0.140436,2.374,6,0.054
ciel-omega-demo-main/.workload/extfwcku.py,demo,experiment,python,1807,55.0,0,0,0.002302,0.309265,0.329633,0.138431,2.489,6,0.061
ciel-omega-demo-main/.gitignore,demo,demo_test,other,135,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.546
ciel-omega-demo-main/LICENSE,demo,demo_test,other,5137,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.481
ciel-omega-demo-main/main/Logo1.png,demo,demo_test,png,1569593,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.095
ciel-omega-demo-main/scripts/run_cli.ps1,demo,demo_test,ps1,319,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.845
ciel-omega-demo-main/scripts/run_cli.cmd,demo,demo_test,cmd,104,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.526
ciel-omega-demo-main/scripts/installer_elf_linux.c,demo,demo_test,c,12163,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.628
ciel-omega-demo-main/scripts/run_cli.sh,demo,demo_test,sh,228,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.372
ciel-omega-demo-main/scripts/install_local.ps1,demo,demo_test,ps1,765,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.42
ciel-omega-demo-main/scripts/install_local.cmd,demo,demo_test,cmd,110,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.005
ciel-omega-demo-main/scripts/install_local.sh,demo,demo_test,sh,659,,0,0,0.0,0.225,0.2375,0.130625,2.33,6,0.335
ciel-omega-demo-main/main/adam/__init__.py,demo,demo_test,python,415,17.0,4,8,0.005123,0.296407,0.319749,0.036911,2.304,6,0.235
ciel-omega-demo-main/main/apps/__init__.py,demo,ui,python,0,0.0,3,0,0.003958,0.300145,0.308623,0.03396,2.198,6,0.64
ciel-omega-demo-main/main/core/__init__.py,demo,demo_test,python,0,0.0,9,0,0.007997,0.288864,0.315228,0.030728,2.58,6,0.006
ciel-omega-demo-main/main/kernels/__init__.py,demo,demo_test,python,69,2.0,6,4,0.006933,0.286927,0.313447,0.028861,2.425,6,0.325
ciel-omega-demo-main/main/experiments/__init__.py,demo,experiment,python,0,0.0,0,0,0.002302,0.255868,0.276236,0.02,1.956,6,0.136
ciel-omega-demo-main/main/emotion/__init__.py,demo,demo_test,python,246,9.0,2,4,0.004062,0.276553,0.298952,0.02,2.111,6,0.352
ciel-omega-demo-main/main/omega/__init__.py,demo,demo_test,python,0,0.0,6,0,0.00556,0.268258,0.290682,0.02,2.311,6,0.876
ciel-omega-demo-main/main/cognition/__init__.py,demo,demo_test,python,0,0.0,0,0,0.002302,0.231868,0.251236,0.02,1.956,6,0.061
ciel-omega-demo-main/main/spectral/__init__.py,demo,demo_test,python,189,7.0,1,3,0.003212,0.266613,0.287586,0.02,2.035,6,0.394
